Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
28.7,7.46,5.97,6.64,21.2,1,White Spot,Lime Treatment
27.4,7.24,6.05,12.51,48.56,1,White Spot,Lime Treatment
31.8,7.91,5.4,12.06,14.85,0,None,None
28.8,6.7,5.91,11.32,48.65,0,None,None
30.8,6.84,6.82,15.57,34.44,1,White Spot,Lime Treatment
27.6,7.79,4.01,7.26,24.37,1,White Spot,Lime Treatment
27.5,7.82,5.51,10.75,54.24,1,White Spot,Lime Treatment
25.6,7.99,4.0,15.63,20.99,1,White Spot,Lime Treatment
28.2,8.16,4.55,7.53,11.5,0,None,None
27.3,6.8,5.75,19.82,46.91,1,White Spot,Lime Treatment
25.0,6.72,4.74,12.0,45.46,1,White Spot,Lime Treatment
30.2,6.83,6.28,6.72,50.19,0,None,None
29.1,8.33,5.68,13.43,42.76,0,None,None
26.9,7.95,4.17,23.76,36.94,0,None,None
30.7,7.46,5.29,10.97,51.09,0,None,None
25.4,6.58,6.16,12.84,18.19,0,None,None
31.9,7.42,4.64,8.72,59.88,0,None,None
27.3,7.97,4.8,8.21,19.11,1,White Spot,Lime Treatment
26.0,7.07,5.5,15.22,59.39,0,None,None
26.3,7.41,5.31,11.77,16.26,0,None,None
28.9,8.2,6.22,11.22,10.69,0,None,None
27.2,8.18,5.56,18.35,35.15,0,None,None
30.6,8.32,6.93,20.87,46.89,0,None,None
28.5,6.63,4.29,14.1,24.82,0,None,None
26.0,7.45,6.17,10.47,19.77,0,None,None
29.6,6.57,6.92,22.98,28.13,0,None,None
27.6,7.23,5.17,10.71,43.21,0,None,None
27.5,8.1,6.54,9.56,17.7,1,White Spot,Lime Treatment
28.2,6.7,6.34,8.78,42.09,1,White Spot,Lime Treatment
27.2,8.03,4.65,11.95,49.77,0,None,None
24.8,7.08,5.17,10.87,58.2,0,None,None
30.7,7.99,4.23,14.01,37.4,1,White Spot,Lime Treatment
24.0,8.49,5.01,5.69,20.3,0,None,None
29.5,7.85,5.53,5.03,52.58,1,White Spot,Lime Treatment
31.1,8.12,6.94,8.85,55.92,0,None,None
27.8,8.0,5.69,14.1,31.86,1,White Spot,Lime Treatment
27.5,6.99,4.92,18.83,28.77,1,White Spot,Lime Treatment
25.7,6.69,5.0,19.61,16.74,1,White Spot,Lime Treatment
31.7,8.19,5.89,5.7,30.23,0,None,None
27.4,7.78,4.15,20.99,34.46,0,None,None
26.3,7.59,6.58,14.39,20.88,1,White Spot,Lime Treatment
27.6,6.67,6.59,11.23,20.21,0,None,None
29.8,6.64,4.74,6.55,31.13,0,None,None
26.5,7.96,6.82,15.11,50.15,1,White Spot,Lime Treatment
27.8,7.38,6.27,7.91,29.35,0,None,None
29.1,7.26,4.53,23.49,55.15,0,None,None
24.0,6.99,4.58,5.1,17.05,0,None,None
30.9,7.75,4.51,20.12,55.45,1,White Spot,Lime Treatment
25.8,7.15,4.13,7.93,47.09,0,None,None
31.6,7.83,6.56,13.83,59.66,1,White Spot,Lime Treatment
26.1,7.85,5.64,5.11,33.52,1,White Spot,Lime Treatment
28.8,7.28,5.19,24.6,26.33,0,None,None
24.9,8.18,4.58,12.18,54.26,0,None,None
24.6,7.84,6.99,24.95,31.63,1,White Spot,Lime Treatment
26.0,8.39,6.96,20.39,48.87,1,White Spot,Lime Treatment
26.3,8.18,4.22,14.36,36.15,0,None,None
24.2,6.89,6.19,10.22,30.31,1,White Spot,Lime Treatment
26.0,6.7,4.33,24.74,51.16,0,None,None
31.0,7.9,4.73,15.39,45.88,0,None,None
25.3,6.93,6.68,17.05,36.55,0,None,None
26.4,7.57,4.26,7.67,15.6,1,White Spot,Lime Treatment
26.4,8.09,6.43,18.47,11.91,1,White Spot,Lime Treatment
30.3,8.2,5.73,17.19,36.02,1,White Spot,Lime Treatment
31.4,6.85,6.08,21.04,37.75,1,White Spot,Lime Treatment
31.3,7.05,5.94,16.34,57.75,0,None,None
28.4,7.18,6.57,16.97,46.92,1,White Spot,Lime Treatment
26.6,6.79,6.45,14.64,30.61,0,None,None
27.3,7.47,6.52,8.2,49.57,0,None,None
27.7,8.26,4.1,16.79,41.21,0,None,None
30.2,7.18,4.16,22.62,15.92,1,White Spot,Lime Treatment
30.3,6.62,5.55,15.62,57.72,0,None,None
29.2,8.25,5.88,13.85,14.66,0,None,None
29.9,7.16,5.53,10.32,58.45,1,White Spot,Lime Treatment
26.1,7.11,5.05,20.04,38.71,0,None,None
31.4,7.93,5.25,6.28,53.56,1,White Spot,Lime Treatment
24.8,7.07,4.61,13.3,28.72,1,White Spot,Lime Treatment
24.2,8.17,4.56,11.56,30.61,1,White Spot,Lime Treatment
30.9,8.17,6.92,5.88,23.65,1,White Spot,Lime Treatment
29.1,6.63,5.49,6.63,38.67,0,None,None
27.9,6.67,4.98,7.69,41.46,1,White Spot,Lime Treatment
29.7,7.29,5.95,23.37,15.79,1,White Spot,Lime Treatment
29.1,7.05,6.23,14.13,46.71,1,White Spot,Lime Treatment
29.6,7.54,4.45,8.99,32.78,1,White Spot,Lime Treatment
30.3,7.79,6.42,6.79,32.48,0,None,None
31.1,6.58,5.92,6.42,55.56,0,None,None
26.7,7.98,6.16,20.95,58.11,1,White Spot,Lime Treatment
26.6,8.49,5.33,22.99,27.44,0,None,None
31.3,7.15,4.9,6.29,29.53,1,White Spot,Lime Treatment
24.1,7.15,4.41,20.76,30.95,0,None,None
31.7,6.89,5.84,17.19,43.16,0,None,None
30.9,7.33,4.87,11.73,36.86,0,None,None
25.5,7.81,5.99,20.26,52.4,1,White Spot,Lime Treatment
28.4,8.16,6.61,13.82,23.24,0,None,None
30.7,8.08,4.96,21.55,59.73,0,None,None
27.8,7.64,4.56,10.52,47.98,1,White Spot,Lime Treatment
30.7,6.67,6.96,23.15,21.41,0,None,None
24.4,8.04,4.02,20.28,10.51,1,White Spot,Lime Treatment
31.1,8.05,6.0,7.44,19.27,0,None,None
31.3,6.87,5.99,20.03,36.17,0,None,None
24.5,8.22,4.7,24.06,42.94,0,None,None
24.2,7.18,6.9,11.5,36.91,1,White Spot,Lime Treatment
29.6,7.06,4.17,19.37,53.31,0,None,None
25.6,8.48,4.19,21.66,20.97,0,None,None
28.3,7.75,4.9,19.48,14.03,0,None,None
28.2,8.09,5.78,23.98,22.91,0,None,None
28.3,7.2,5.53,20.23,36.67,0,None,None
28.6,7.59,4.04,14.6,43.6,0,None,None
26.8,6.51,5.82,19.61,24.25,0,None,None
25.4,7.41,6.71,23.42,29.23,1,White Spot,Lime Treatment
27.3,7.72,5.34,20.59,45.12,1,White Spot,Lime Treatment
31.0,7.57,6.19,11.61,25.76,1,White Spot,Lime Treatment
31.6,7.14,6.57,5.94,37.57,0,None,None
28.1,6.86,5.78,14.1,53.0,1,White Spot,Lime Treatment
31.2,6.93,4.04,23.02,24.17,1,White Spot,Lime Treatment
26.3,8.07,4.97,7.79,16.51,0,None,None
25.7,6.57,6.56,21.71,18.37,0,None,None
28.7,7.85,6.0,18.84,20.7,0,None,None
30.7,6.61,6.68,23.18,38.09,0,None,None
30.2,8.16,5.24,23.14,41.57,1,White Spot,Lime Treatment
28.0,8.11,5.21,9.78,32.73,0,None,None
30.9,6.59,6.16,20.37,19.51,1,White Spot,Lime Treatment
30.3,7.95,6.81,7.62,44.05,0,None,None
29.1,6.62,6.62,22.21,55.57,1,White Spot,Lime Treatment
26.1,7.51,5.1,9.93,20.72,1,White Spot,Lime Treatment
27.1,7.6,4.94,9.13,48.53,0,None,None
31.1,6.7,6.4,7.38,14.09,0,None,None
25.6,8.33,4.46,17.71,30.69,0,None,None
27.2,7.35,5.53,14.1,11.41,1,White Spot,Lime Treatment
31.8,6.72,5.92,7.46,44.03,0,None,None
24.7,7.29,5.1,9.99,35.47,1,White Spot,Lime Treatment
30.8,7.6,6.45,20.77,37.98,0,None,None
28.0,8.31,4.36,14.24,18.19,1,White Spot,Lime Treatment
25.6,7.31,5.59,21.99,56.85,0,None,None
26.7,7.97,6.75,5.01,59.5,0,None,None
27.7,7.96,4.39,17.19,37.03,0,None,None
31.3,8.2,4.35,17.87,46.34,1,White Spot,Lime Treatment
25.8,6.66,6.95,9.53,31.73,0,None,None
29.9,7.51,5.11,22.56,57.39,0,None,None
26.6,7.68,5.03,22.32,12.29,1,White Spot,Lime Treatment
25.7,7.82,6.38,24.09,35.46,0,None,None
31.0,7.12,4.55,12.42,46.72,0,None,None
31.5,7.75,5.22,12.83,57.24,1,White Spot,Lime Treatment
29.2,7.4,6.44,18.79,46.9,1,White Spot,Lime Treatment
27.1,7.39,6.5,10.23,20.43,0,None,None
28.3,7.04,4.35,16.57,53.09,0,None,None
24.8,6.63,6.73,11.9,26.72,1,White Spot,Lime Treatment
25.7,7.72,5.43,10.24,23.26,0,None,None
24.3,6.59,6.6,17.06,27.47,0,None,None
27.8,7.54,4.9,8.05,35.88,0,None,None
27.6,7.89,6.44,22.9,36.66,1,White Spot,Lime Treatment
27.6,7.89,6.04,16.33,12.24,0,None,None
31.1,7.84,4.89,21.81,38.92,0,None,None
25.5,7.19,6.82,8.19,56.98,1,White Spot,Lime Treatment
30.0,7.37,6.06,24.34,50.73,0,None,None
30.2,6.55,4.88,23.14,48.79,0,None,None
30.5,8.49,5.56,17.43,21.46,1,White Spot,Lime Treatment
27.7,8.24,4.61,13.71,31.61,1,White Spot,Lime Treatment
28.2,7.54,5.67,10.27,59.02,0,None,None
29.2,6.61,5.7,14.26,34.31,0,None,None
26.0,7.01,5.88,10.74,13.5,0,None,None
26.7,6.56,5.09,16.77,32.59,1,White Spot,Lime Treatment
24.1,8.2,4.01,20.64,39.09,0,None,None
24.7,7.71,4.67,21.88,19.38,1,White Spot,Lime Treatment
25.0,6.61,4.15,9.19,15.83,0,None,None
29.3,6.61,5.46,5.71,10.74,0,None,None
24.8,8.14,6.35,8.08,17.16,0,None,None
30.6,8.43,6.55,10.93,12.39,0,None,None
29.5,6.94,4.76,22.92,12.59,1,White Spot,Lime Treatment
25.6,6.85,4.27,6.41,15.0,1,White Spot,Lime Treatment
28.2,6.97,5.03,18.57,52.69,0,None,None
30.2,7.73,6.81,7.54,17.44,1,White Spot,Lime Treatment
26.8,8.34,5.73,9.95,33.64,0,None,None
31.6,7.76,5.05,19.48,25.01,1,White Spot,Lime Treatment
30.4,7.49,4.89,22.82,48.46,0,None,None
26.9,7.16,4.24,18.01,39.68,0,None,None
30.8,6.85,6.76,21.4,11.2,0,None,None
30.5,7.83,4.77,7.48,17.38,1,White Spot,Lime Treatment
24.4,8.13,5.63,19.2,28.04,1,White Spot,Lime Treatment
31.1,7.94,5.81,11.83,25.28,0,None,None
29.7,7.93,5.57,13.7,51.44,0,None,None
24.6,7.2,4.68,18.73,42.43,0,None,None
24.1,8.36,6.91,8.44,45.19,1,White Spot,Lime Treatment
28.0,7.08,6.96,19.92,44.75,1,White Spot,Lime Treatment
24.3,7.75,5.15,20.36,16.8,0,None,None
24.4,8.04,4.6,15.84,29.26,1,White Spot,Lime Treatment
24.9,8.12,6.51,8.47,52.19,0,None,None
29.4,8.19,4.65,6.92,16.44,0,None,None
27.6,7.06,5.71,6.69,52.65,1,White Spot,Lime Treatment
27.9,7.98,4.54,22.14,26.42,1,White Spot,Lime Treatment
29.2,6.83,4.01,21.51,48.18,1,White Spot,Lime Treatment
29.4,6.78,4.75,20.22,19.7,1,White Spot,Lime Treatment
24.4,6.75,4.33,8.79,23.92,0,None,None
30.8,8.18,6.44,21.22,24.25,0,None,None
27.7,6.54,5.74,21.6,33.4,0,None,None
26.9,7.12,6.09,9.56,22.41,0,None,None
26.6,7.43,6.88,20.75,46.09,0,None,None
25.4,7.74,6.85,23.06,27.58,0,None,None
24.0,7.55,4.11,12.46,54.28,0,None,None
29.1,6.93,5.63,9.15,24.17,1,White Spot,Lime Treatment
27.3,8.23,4.87,8.73,59.38,0,None,None
26.1,7.44,6.72,14.09,52.88,0,None,None
31.8,7.06,5.0,19.27,54.74,0,None,None
31.6,8.19,6.61,5.31,47.72,1,White Spot,Lime Treatment
26.8,7.91,4.04,8.91,14.78,1,White Spot,Lime Treatment
27.8,8.45,6.96,6.83,13.3,0,None,None
26.1,6.73,5.69,15.43,26.74,0,None,None
26.7,7.34,6.46,13.78,53.93,0,None,None
30.2,7.04,6.66,19.79,32.29,1,White Spot,Lime Treatment
29.5,7.98,6.35,8.24,21.89,1,White Spot,Lime Treatment
30.2,7.06,4.82,5.23,25.35,1,White Spot,Lime Treatment
26.8,7.52,6.17,21.5,54.02,0,None,None
25.8,7.93,4.69,10.08,25.28,0,None,None
24.0,8.48,6.97,5.84,19.2,0,None,None
28.6,7.25,6.63,10.07,49.36,0,None,None
28.9,6.54,6.67,6.13,51.1,0,None,None
24.0,6.6,5.93,16.23,49.64,0,None,None
27.9,8.02,4.77,17.65,58.82,0,None,None
25.3,6.84,5.38,17.96,18.84,0,None,None
28.0,6.99,6.74,20.1,29.29,0,None,None
31.0,7.22,5.2,18.79,40.91,1,White Spot,Lime Treatment
28.0,7.28,4.88,23.3,38.55,1,White Spot,Lime Treatment
25.3,8.19,5.06,18.26,39.78,0,None,None
24.8,8.42,4.76,10.88,18.66,0,None,None
29.1,7.0,4.32,9.26,48.81,1,White Spot,Lime Treatment
29.2,7.22,5.87,18.53,55.18,1,White Spot,Lime Treatment
24.7,7.09,6.59,18.1,56.06,1,White Spot,Lime Treatment
30.8,7.03,6.0,12.67,49.08,1,White Spot,Lime Treatment
25.2,8.16,6.04,14.23,45.14,1,White Spot,Lime Treatment
30.9,7.67,4.42,16.18,41.86,1,White Spot,Lime Treatment
29.0,7.58,4.88,20.61,43.52,0,None,None
30.1,7.75,5.46,11.6,47.61,1,White Spot,Lime Treatment
24.9,8.47,4.63,17.66,21.18,1,White Spot,Lime Treatment
24.7,6.83,6.79,8.45,13.84,0,None,None
27.4,7.91,5.76,11.23,55.93,1,White Spot,Lime Treatment
30.5,6.51,5.95,6.78,43.87,1,White Spot,Lime Treatment
31.6,6.9,5.93,6.77,14.28,0,None,None
30.2,8.43,5.59,22.36,12.83,1,White Spot,Lime Treatment
30.8,8.36,6.43,24.97,22.08,1,White Spot,Lime Treatment
28.6,7.43,6.81,17.16,33.92,0,None,None
31.0,7.21,6.0,8.73,42.06,1,White Spot,Lime Treatment
30.3,7.29,5.17,11.36,45.65,0,None,None
31.0,6.88,6.63,16.96,38.39,0,None,None
27.2,7.42,4.74,13.61,49.84,0,None,None
31.2,7.42,5.92,22.54,15.6,1,White Spot,Lime Treatment
26.1,6.57,4.53,6.79,51.69,0,None,None
25.8,6.62,6.51,13.32,44.66,0,None,None
27.3,6.61,5.85,9.55,46.48,0,None,None
24.6,7.23,5.47,8.45,54.53,1,White Spot,Lime Treatment
28.7,7.59,6.14,12.4,37.95,0,None,None
30.7,8.09,5.04,21.81,40.39,1,White Spot,Lime Treatment
28.4,6.78,6.2,22.67,27.98,1,White Spot,Lime Treatment
24.8,7.62,5.77,11.43,59.23,0,None,None
31.9,8.35,5.27,7.04,36.75,0,None,None
28.0,7.54,4.82,14.9,49.46,0,None,None
29.4,6.89,6.22,15.36,19.65,0,None,None
29.7,7.97,6.39,16.47,25.28,1,White Spot,Lime Treatment
26.2,6.61,5.7,10.39,11.34,0,None,None
28.1,7.92,6.57,19.12,27.44,0,None,None
26.4,7.79,6.5,20.62,32.25,0,None,None
31.9,6.96,4.07,13.12,12.33,1,White Spot,Lime Treatment
28.1,7.94,5.72,20.94,21.57,0,None,None
30.3,6.71,6.15,15.47,39.8,0,None,None
24.5,7.8,4.0,7.6,20.73,1,White Spot,Lime Treatment
25.1,8.02,5.75,19.79,10.34,1,White Spot,Lime Treatment
29.0,7.54,4.95,8.7,37.09,1,White Spot,Lime Treatment
25.7,7.96,4.68,8.67,54.4,0,None,None
26.2,7.94,6.24,7.61,52.59,1,White Spot,Lime Treatment
26.0,7.02,6.93,10.71,48.46,0,None,None
31.2,7.73,4.99,10.86,15.56,1,White Spot,Lime Treatment
26.0,7.1,6.63,17.91,57.02,1,White Spot,Lime Treatment
31.6,8.27,4.21,6.37,42.76,0,None,None
25.4,7.23,5.74,14.26,30.5,1,White Spot,Lime Treatment
27.7,7.87,4.89,15.14,42.48,1,White Spot,Lime Treatment
29.3,6.91,6.44,14.93,47.84,0,None,None
31.6,7.89,6.23,5.18,37.47,1,White Spot,Lime Treatment
30.7,7.33,5.02,9.34,48.53,0,None,None
29.5,7.79,6.87,18.9,58.41,0,None,None
31.0,8.08,6.31,21.27,54.5,0,None,None
31.2,6.71,6.95,8.85,30.1,1,White Spot,Lime Treatment
29.2,7.82,4.17,11.47,56.35,0,None,None
30.3,7.2,5.19,18.14,22.99,0,None,None
30.2,6.51,4.21,18.48,38.43,1,White Spot,Lime Treatment
25.8,8.09,6.5,24.75,50.79,0,None,None
30.8,8.38,6.46,6.8,47.92,1,White Spot,Lime Treatment
29.7,7.0,6.03,5.71,12.68,0,None,None
26.7,7.53,6.39,22.96,54.07,1,White Spot,Lime Treatment
25.7,7.37,5.48,23.98,21.23,1,White Spot,Lime Treatment
27.5,6.59,5.26,18.68,55.21,0,None,None
28.3,7.38,5.55,24.51,36.75,0,None,None
26.2,7.58,4.84,11.45,59.23,1,White Spot,Lime Treatment
28.9,8.11,4.37,20.9,35.52,0,None,None
26.8,7.54,6.4,11.69,15.89,0,None,None
27.0,7.91,6.03,15.41,11.83,0,None,None
30.9,7.5,4.82,19.42,29.27,0,None,None
30.9,8.17,5.55,18.19,18.16,1,White Spot,Lime Treatment
29.3,7.64,6.89,22.76,13.35,1,White Spot,Lime Treatment
24.3,7.26,5.14,22.49,28.93,0,None,None
28.7,8.47,5.76,11.72,10.07,1,White Spot,Lime Treatment
29.3,6.7,6.85,24.0,28.0,1,White Spot,Lime Treatment
24.5,7.82,6.47,15.63,32.19,1,White Spot,Lime Treatment
25.7,8.25,4.15,7.52,36.52,1,White Spot,Lime Treatment
30.6,8.31,4.59,12.5,33.29,1,White Spot,Lime Treatment
25.7,8.18,5.49,24.78,59.73,0,None,None
29.5,7.28,5.06,24.7,19.57,1,White Spot,Lime Treatment
27.0,8.22,6.09,8.29,36.1,0,None,None
30.7,7.02,4.54,11.52,13.05,1,White Spot,Lime Treatment
31.9,6.64,5.9,17.51,46.32,0,None,None
25.4,8.08,6.83,16.51,12.64,0,None,None
29.4,7.09,5.2,24.97,36.52,0,None,None
31.8,8.2,4.06,23.63,31.41,1,White Spot,Lime Treatment
28.6,7.17,5.73,10.68,49.31,1,White Spot,Lime Treatment
30.2,7.73,4.16,12.82,37.39,0,None,None
30.9,6.68,6.07,23.02,44.34,0,None,None
26.1,6.82,4.76,21.55,22.33,0,None,None
29.2,7.89,6.12,20.46,17.97,0,None,None
31.3,8.05,5.84,7.18,17.02,1,White Spot,Lime Treatment
29.6,7.95,6.26,18.2,52.92,1,White Spot,Lime Treatment
30.6,7.5,6.92,24.02,50.64,1,White Spot,Lime Treatment
26.7,8.33,4.08,12.05,11.96,0,None,None
30.7,7.25,6.68,18.82,45.03,0,None,None
29.7,8.08,5.91,6.18,57.31,0,None,None
25.9,8.28,6.56,23.18,37.8,0,None,None
31.2,6.81,5.98,22.55,14.07,1,White Spot,Lime Treatment
29.2,7.19,5.91,5.84,44.33,1,White Spot,Lime Treatment
28.8,7.19,6.22,19.56,34.66,0,None,None
27.0,8.16,5.0,13.2,37.77,1,White Spot,Lime Treatment
30.1,6.66,5.05,19.77,27.2,0,None,None
26.5,7.31,6.59,18.86,54.51,0,None,None
31.1,7.06,4.83,10.56,42.88,0,None,None
30.8,6.8,4.45,16.08,22.8,0,None,None
31.7,8.19,6.48,12.26,26.66,1,White Spot,Lime Treatment
29.8,8.27,4.1,11.61,30.73,0,None,None
25.2,7.47,5.87,18.43,41.39,1,White Spot,Lime Treatment
24.2,7.56,6.8,12.77,30.26,0,None,None
26.5,6.83,5.19,9.32,47.11,1,White Spot,Lime Treatment
25.5,6.56,5.95,18.87,52.75,1,White Spot,Lime Treatment
28.1,8.08,5.58,18.94,10.67,0,None,None
29.3,6.67,6.57,12.25,45.99,1,White Spot,Lime Treatment
24.0,8.08,5.54,5.83,32.15,0,None,None
27.6,7.36,6.29,9.19,34.5,1,White Spot,Lime Treatment
28.5,7.23,6.17,15.15,20.64,1,White Spot,Lime Treatment
31.8,8.36,6.01,6.91,31.27,1,White Spot,Lime Treatment
27.6,7.82,6.73,11.81,16.22,0,None,None
25.8,7.18,5.36,24.28,15.79,0,None,None
29.2,6.69,5.57,10.42,10.22,0,None,None
29.7,7.55,4.63,8.22,47.38,1,White Spot,Lime Treatment
27.0,7.38,6.42,18.58,54.47,0,None,None
27.4,7.11,6.56,10.3,10.36,1,White Spot,Lime Treatment
30.3,6.71,5.83,21.23,22.77,0,None,None
31.4,7.63,6.2,17.12,32.25,0,None,None
27.9,7.17,4.79,22.41,24.86,1,White Spot,Lime Treatment
26.1,6.82,6.9,11.21,53.48,1,White Spot,Lime Treatment
24.2,7.75,4.88,19.62,34.17,1,White Spot,Lime Treatment
30.8,6.88,6.8,13.51,56.01,0,None,None
29.3,6.57,6.82,9.82,46.03,1,White Spot,Lime Treatment
27.2,7.09,5.18,20.32,28.34,0,None,None
31.3,8.04,6.35,16.08,34.85,1,White Spot,Lime Treatment
24.1,6.76,4.94,12.84,37.22,0,None,None
25.4,6.62,4.96,17.54,49.22,1,White Spot,Lime Treatment
27.8,7.97,5.07,19.37,34.44,1,White Spot,Lime Treatment
27.5,8.33,4.77,7.09,38.4,0,None,None
31.2,6.95,5.25,23.12,36.99,0,None,None
31.2,8.06,5.7,16.49,33.32,1,White Spot,Lime Treatment
26.0,6.61,4.31,7.71,15.44,0,None,None
31.1,8.09,5.36,22.97,28.24,0,None,None
27.2,7.29,5.75,5.83,47.71,1,White Spot,Lime Treatment
26.7,7.38,4.84,11.39,53.81,0,None,None
29.5,6.59,4.06,11.04,20.19,0,None,None
29.8,7.49,6.47,5.21,42.82,0,None,None
29.7,7.77,5.51,23.86,36.06,0,None,None
27.6,7.1,5.99,9.85,35.12,0,None,None
30.2,7.4,6.83,7.54,16.32,0,None,None
29.6,8.27,5.93,15.42,19.05,0,None,None
24.2,7.88,6.33,11.99,58.95,0,None,None
25.4,8.34,5.52,12.37,53.33,1,White Spot,Lime Treatment
27.3,6.5,6.33,17.06,46.65,0,None,None
24.1,7.53,5.06,10.78,45.69,1,White Spot,Lime Treatment
27.1,7.07,6.28,6.05,26.37,1,White Spot,Lime Treatment
27.7,7.35,5.75,11.96,17.62,1,White Spot,Lime Treatment
24.5,6.79,4.47,16.33,40.88,0,None,None
30.2,8.1,4.77,12.1,41.4,0,None,None
30.0,6.96,6.55,23.66,57.89,1,White Spot,Lime Treatment
28.7,8.39,4.68,5.76,14.63,0,None,None
27.3,8.11,6.3,7.22,39.52,0,None,None
25.0,7.87,4.38,13.6,15.42,0,None,None
25.4,8.36,4.87,21.2,47.02,1,White Spot,Lime Treatment
27.9,8.24,6.65,11.96,58.52,1,White Spot,Lime Treatment
30.2,8.32,4.29,16.17,27.1,0,None,None
28.5,6.76,5.01,9.83,40.53,1,White Spot,Lime Treatment
29.9,7.34,6.78,17.27,17.19,1,White Spot,Lime Treatment
26.3,7.61,5.31,14.05,11.66,0,None,None
28.9,8.14,5.51,20.01,36.66,1,White Spot,Lime Treatment
25.3,7.52,4.28,6.58,23.68,0,None,None
26.2,7.18,6.63,7.84,34.6,1,White Spot,Lime Treatment
24.2,7.18,5.0,22.23,42.78,0,None,None
25.1,6.8,6.2,8.76,33.63,1,White Spot,Lime Treatment
28.7,7.46,5.22,14.05,40.45,0,None,None
26.7,8.46,4.64,22.27,11.63,1,White Spot,Lime Treatment
31.7,7.19,6.03,5.68,42.75,0,None,None
27.2,6.7,5.7,14.24,43.14,0,None,None
25.4,7.06,5.18,24.83,58.44,1,White Spot,Lime Treatment
28.0,7.36,4.27,20.59,32.39,1,White Spot,Lime Treatment
27.5,8.38,6.02,6.29,28.39,0,None,None
31.4,7.11,5.87,21.37,42.38,0,None,None
24.1,6.9,5.69,11.56,54.72,1,White Spot,Lime Treatment
26.4,7.22,6.38,13.93,15.0,1,White Spot,Lime Treatment
30.1,7.85,5.95,14.78,41.04,1,White Spot,Lime Treatment
29.8,8.13,5.79,19.3,55.42,1,White Spot,Lime Treatment
30.1,8.5,6.32,13.56,21.16,1,White Spot,Lime Treatment
31.0,7.65,7.0,21.1,27.02,1,White Spot,Lime Treatment
29.7,7.56,4.39,16.33,22.32,0,None,None
27.1,7.32,5.71,13.41,10.76,1,White Spot,Lime Treatment
29.1,7.84,4.2,10.4,39.37,1,White Spot,Lime Treatment
32.0,7.47,4.81,12.15,41.55,1,White Spot,Lime Treatment
24.2,8.13,4.47,6.63,21.46,1,White Spot,Lime Treatment
25.0,7.71,6.27,15.28,37.85,0,None,None
29.2,7.77,6.71,11.46,45.45,1,White Spot,Lime Treatment
30.9,6.92,5.47,8.0,13.15,0,None,None
26.4,7.03,6.97,15.0,16.41,1,White Spot,Lime Treatment
25.8,6.88,4.15,11.36,36.12,1,White Spot,Lime Treatment
25.5,6.85,6.05,18.26,54.41,1,White Spot,Lime Treatment
26.7,6.66,4.69,23.78,22.01,1,White Spot,Lime Treatment
29.9,6.73,6.32,7.76,13.54,1,White Spot,Lime Treatment
24.1,8.34,4.25,20.88,28.51,1,White Spot,Lime Treatment
24.1,7.63,4.05,13.34,59.36,0,None,None
26.5,6.71,4.76,18.94,34.24,0,None,None
24.8,7.17,4.48,14.45,36.3,1,White Spot,Lime Treatment
30.4,6.91,5.69,23.27,21.72,1,White Spot,Lime Treatment
29.9,6.81,4.8,23.11,45.53,1,White Spot,Lime Treatment
30.6,7.49,4.73,24.48,10.17,1,White Spot,Lime Treatment
26.5,6.53,6.97,21.44,41.0,0,None,None
25.9,6.93,5.05,22.28,43.92,0,None,None
30.2,7.55,4.2,24.72,43.36,0,None,None
29.5,6.99,6.19,23.25,38.02,0,None,None
29.6,8.15,5.38,11.77,41.49,0,None,None
27.9,7.77,5.89,21.15,48.27,1,White Spot,Lime Treatment
28.3,8.32,6.96,7.11,59.64,1,White Spot,Lime Treatment
30.4,7.03,4.47,19.09,25.45,0,None,None
30.3,6.69,4.62,13.36,41.62,1,White Spot,Lime Treatment
24.3,7.72,5.27,18.28,51.28,1,White Spot,Lime Treatment
30.0,6.78,4.05,11.73,34.73,1,White Spot,Lime Treatment
26.9,6.51,6.11,11.13,16.93,1,White Spot,Lime Treatment
31.3,7.74,6.99,10.1,54.29,1,White Spot,Lime Treatment
31.4,7.58,4.27,13.16,46.85,0,None,None
24.4,7.9,4.49,8.76,46.6,1,White Spot,Lime Treatment
24.2,6.75,4.9,13.72,48.93,1,White Spot,Lime Treatment
30.7,8.15,6.09,20.24,32.3,1,White Spot,Lime Treatment
26.4,8.18,5.76,6.24,16.43,0,None,None
30.1,6.79,6.17,21.02,48.93,1,White Spot,Lime Treatment
25.0,6.79,5.63,14.07,12.56,0,None,None
29.7,6.55,4.35,14.44,26.47,0,None,None
31.9,7.82,4.82,12.0,33.89,1,White Spot,Lime Treatment
25.4,8.1,5.13,10.41,31.77,0,None,None
29.4,7.48,5.67,9.86,19.23,0,None,None
29.0,6.87,5.16,8.05,51.68,0,None,None
26.4,7.33,4.59,17.55,36.73,0,None,None
24.0,6.98,6.91,17.55,22.59,1,White Spot,Lime Treatment
28.4,6.84,4.91,22.57,12.29,1,White Spot,Lime Treatment
28.4,6.81,6.93,23.61,44.96,1,White Spot,Lime Treatment
24.5,7.12,5.45,17.89,20.87,0,None,None
28.4,6.65,5.2,9.45,21.25,0,None,None
31.3,8.33,5.14,5.31,31.75,1,White Spot,Lime Treatment
28.8,7.63,5.07,10.62,29.23,1,White Spot,Lime Treatment
