Country,State,District,Latitude,Longitude,Climate_Zone,Season,Aqua_Type,Species,Suitability_Score
Thailand,Chonburi,East Markberg,29.3125,96.0578,Tropical,Winter,Prawn,Black Tiger Shrimp,45
Thailand,Andhra Pradesh,New Debra,-4.76,76.5929,Subtropical,Monsoon,Crab,King Crab,52
India,Sumatra,Lake Michellefurt,-2.0394,85.3073,Tropical,Summer,Crab,Blue Swimmer Crab,65
India,Chittagong,Vazquezshire,28.8552,65.6701,Subtropical,Summer,Crab,Snow Crab,41
Thailand,Khulna,Michaelhaven,25.9586,87.3106,Subtropical,Winter,Crab,Mud Crab,90
Thailand,Bac Lieu,Blackwellville,2.7154,79.6106,Subtropical,Summer,Fish,Barramundi,56
Thailand,Odisha,Vasquezborough,3.7429,92.5144,Tropical,Summer,Fish,Grouper,92
Indonesia,Mekong Delta,Hartview,-3.8962,81.9607,Subtropical,Summer,Crab,Snow Crab,97
Indonesia,Sumatra,Fowlerland,0.7739,95.9311,Tropical,Winter,Prawn,King Prawn,62
Indonesia,Chonburi,North Michellemouth,15.5095,71.0693,Subtropical,Winter,Prawn,King Prawn,42
Thailand,Kerala,West Jessica,22.6197,70.9201,Tropical,Monsoon,Fish,Cod,51
Bangladesh,Kalimantan,North Michelleborough,14.2026,60.4169,Tropical,Monsoon,Fish,Snapper,56
Indonesia,Can Tho,East Jonathan,6.3372,71.0885,Subtropical,Summer,Fish,Rohu,69
India,Bihar,North Nicholaston,9.4207,78.7473,Subtropical,Summer,Fish,Rohu,81
Indonesia,Rayong,Warnerburgh,24.7568,90.3366,Tropical,Winter,Fish,Rohu,58
Bangladesh,Odisha,South Michael,-1.0633,63.7105,Tropical,Summer,Fish,Tuna,43
Vietnam,Bihar,East Steven,26.7589,92.6698,Tropical,Winter,Prawn,Black Tiger Shrimp,54
Thailand,Soc Trang,North Kristinaview,-6.7037,67.691,Subtropical,Winter,Crab,Dungeness Crab,91
Indonesia,Bihar,North Eileenbury,14.2803,85.055,Subtropical,Winter,Prawn,Banana Prawn,80
Thailand,Can Tho,Port David,0.4155,73.9138,Subtropical,Winter,Fish,Rohu,97
Bangladesh,Andhra Pradesh,Joeltown,5.575,73.2355,Subtropical,Monsoon,Fish,Catfish,92
Vietnam,Trat,Jeffreyview,10.858,78.3326,Subtropical,Winter,Fish,Barramundi,98
Indonesia,Gujarat,New Ryanstad,8.0199,89.4905,Subtropical,Summer,Crab,King Crab,75
India,Khulna,West Patrickmouth,-2.4467,92.9789,Subtropical,Monsoon,Crab,Mud Crab,76
India,Ca Mau,West Julian,23.4305,98.7823,Subtropical,Winter,Prawn,Tiger Prawn,100
Bangladesh,Can Tho,Port Allen,23.7245,74.5511,Subtropical,Summer,Fish,Rohu,47
Bangladesh,Ca Mau,Martinton,-1.1753,68.0712,Tropical,Monsoon,Prawn,Freshwater Prawn,48
Thailand,Tamil Nadu,Lake Christina,-2.5494,82.3953,Tropical,Summer,Prawn,Freshwater Prawn,45
Vietnam,Ca Mau,North David,9.1094,66.6628,Subtropical,Summer,Prawn,Banana Prawn,42
India,Soc Trang,New Elizabethmouth,17.2123,60.5595,Tropical,Monsoon,Fish,Catfish,55
India,Ca Mau,North Jeffrey,4.3501,72.9106,Subtropical,Summer,Fish,Catfish,50
Vietnam,Chonburi,Johnsonbury,-1.8773,65.5077,Tropical,Summer,Prawn,King Prawn,100
Thailand,Nakorn Si Thammarat,Garciamouth,25.9905,71.8276,Tropical,Winter,Fish,Pangasius,45
Bangladesh,Khulna,South Jimmyland,16.5819,73.6253,Tropical,Summer,Fish,Tilapia,50
Thailand,Can Tho,Alvarezfort,12.5594,93.3879,Tropical,Summer,Crab,Blue Swimmer Crab,75
India,West Bengal,Lake Todd,-5.6725,62.24,Tropical,Winter,Fish,Rohu,99
Thailand,Nakorn Si Thammarat,Port Patrickville,5.6797,63.8977,Tropical,Monsoon,Crab,Dungeness Crab,43
India,Barisal,East Christopher,7.5442,68.9294,Subtropical,Summer,Fish,Tilapia,42
Indonesia,Sumatra,West James,8.4221,72.281,Subtropical,Winter,Prawn,Black Tiger Shrimp,46
Indonesia,Andhra Pradesh,South Michael,-1.5389,69.6789,Tropical,Winter,Crab,Blue Swimmer Crab,97
Bangladesh,Rajshahi,Pamelaport,6.3228,96.3293,Subtropical,Winter,Prawn,Whiteleg Shrimp,42
Thailand,Rajshahi,West Gary,26.0919,63.688,Subtropical,Summer,Crab,Mud Crab,82
Vietnam,Rayong,Port Sean,16.8676,82.9732,Subtropical,Monsoon,Fish,Carp,93
India,Ca Mau,Elliottbury,12.6553,61.8954,Tropical,Monsoon,Fish,Rohu,53
Indonesia,Surat Thani,Gracebury,-7.7187,94.0215,Tropical,Monsoon,Prawn,Freshwater Prawn,97
Indonesia,Soc Trang,Erinbury,24.5227,67.3213,Subtropical,Winter,Crab,Snow Crab,97
Vietnam,Sumatra,Smithside,6.945,67.8033,Tropical,Monsoon,Crab,Snow Crab,92
Thailand,Gujarat,Stacyport,-3.1888,74.4753,Tropical,Monsoon,Prawn,Banana Prawn,61
India,Rajshahi,West Lacey,-5.0633,70.5732,Subtropical,Winter,Crab,Soft Shell Crab,77
Thailand,Soc Trang,Mcgeeborough,4.0153,72.8565,Tropical,Monsoon,Fish,Rohu,58
Indonesia,Tamil Nadu,Jasmineland,23.6583,64.8212,Tropical,Monsoon,Crab,King Crab,46
Vietnam,Barisal,Williamchester,-1.9598,84.4362,Subtropical,Winter,Fish,Pangasius,93
Thailand,Rayong,Chadburgh,7.0216,70.8607,Subtropical,Summer,Fish,Pangasius,72
Bangladesh,Rajshahi,North Kelly,6.8563,70.4758,Tropical,Monsoon,Crab,Snow Crab,62
India,Nakorn Si Thammarat,Phamberg,27.4095,60.4544,Subtropical,Winter,Crab,Mud Crab,86
Indonesia,Kerala,Mossberg,27.7139,90.4216,Tropical,Monsoon,Crab,Mud Crab,59
Bangladesh,West Bengal,Robertburgh,20.6463,65.7921,Subtropical,Summer,Fish,Trout,45
India,Khulna,Chavezborough,0.4729,77.8299,Subtropical,Winter,Fish,Pangasius,52
Thailand,Kerala,Reyesmouth,0.6196,81.0656,Tropical,Monsoon,Prawn,Vannamei,94
India,Gujarat,Port Chasechester,16.6326,61.1899,Tropical,Monsoon,Prawn,King Prawn,92
India,Andhra Pradesh,Copelandside,14.4948,69.9769,Subtropical,Monsoon,Prawn,Freshwater Prawn,66
Vietnam,Trat,East Rebeccamouth,26.7005,84.9846,Tropical,Monsoon,Fish,Seabass,96
India,Bihar,South Jonathanview,28.0183,94.3338,Tropical,Winter,Fish,Snapper,75
Thailand,Sylhet,New Daniel,-7.2227,64.2292,Tropical,Winter,Fish,Grouper,40
Bangladesh,Can Tho,New Angelahaven,-0.1936,61.6942,Subtropical,Winter,Fish,Catfish,66
Bangladesh,Chittagong,Barnettburgh,25.7691,86.9507,Subtropical,Monsoon,Prawn,Tiger Prawn,94
India,Can Tho,South Alexander,11.0608,85.229,Tropical,Winter,Prawn,Banana Prawn,41
Thailand,Sumatra,Lake Nataliefort,10.1006,89.0281,Subtropical,Summer,Fish,Grouper,50
Indonesia,Nakorn Si Thammarat,Maryside,5.928,97.8332,Subtropical,Monsoon,Crab,Mud Crab,50
Bangladesh,Bihar,Port Tonyashire,23.739,71.883,Tropical,Monsoon,Fish,Cod,72
Vietnam,Bali,Calderonberg,8.2645,98.664,Tropical,Summer,Prawn,Banana Prawn,52
Indonesia,Chonburi,Michellemouth,19.8296,94.0071,Subtropical,Monsoon,Fish,Carp,48
Thailand,Surat Thani,Jessicaville,17.1179,66.2789,Subtropical,Summer,Fish,Catfish,79
India,Soc Trang,Erikafurt,22.3419,71.5035,Tropical,Summer,Fish,Rohu,52
Indonesia,Surat Thani,Grahammouth,14.4108,63.0623,Tropical,Monsoon,Prawn,Vannamei,70
Bangladesh,Trat,Mccallborough,-4.7194,87.4156,Subtropical,Summer,Prawn,Banana Prawn,90
Bangladesh,Khulna,North Stephen,18.9426,75.5395,Subtropical,Monsoon,Crab,Dungeness Crab,57
Thailand,Chonburi,Travisland,24.0144,73.2546,Tropical,Monsoon,Prawn,Vannamei,92
Bangladesh,Kalimantan,South Kennethbury,-7.043,60.3599,Subtropical,Monsoon,Prawn,Vannamei,42
Vietnam,Chittagong,South Michaelmouth,29.6526,92.2943,Tropical,Summer,Crab,Blue Swimmer Crab,68
India,Kalimantan,East Nicole,10.7504,80.5293,Tropical,Winter,Prawn,Freshwater Prawn,75
Bangladesh,Can Tho,Lake Hannahstad,-2.8689,86.2073,Tropical,Monsoon,Prawn,Black Tiger Shrimp,85
Vietnam,Rayong,Dodsonshire,-9.8052,72.4788,Tropical,Monsoon,Crab,Mud Crab,45
India,Bali,Brianland,13.7134,84.8062,Tropical,Summer,Crab,Mud Crab,73
Vietnam,Surat Thani,New Amanda,23.7835,68.5157,Subtropical,Monsoon,Prawn,Banana Prawn,91
Vietnam,Khulna,New Maryborough,23.2369,78.471,Subtropical,Monsoon,Fish,Barramundi,84
Vietnam,Kerala,West Jackietown,7.4369,65.1641,Tropical,Monsoon,Prawn,Vannamei,86
Bangladesh,Tamil Nadu,North Jessicaberg,4.3556,66.6672,Subtropical,Summer,Crab,Soft Shell Crab,59
India,Bac Lieu,Port Bryan,-9.3041,85.2821,Tropical,Winter,Prawn,Freshwater Prawn,94
Thailand,Can Tho,South Jamesborough,-7.0041,66.5357,Subtropical,Winter,Fish,Barramundi,42
India,Sumatra,Moorefurt,16.2481,87.4287,Tropical,Monsoon,Fish,Milkfish,53
Thailand,Khulna,Jaystad,28.0858,80.301,Subtropical,Monsoon,Fish,Barramundi,57
India,Java,Peggyport,-6.6915,60.4397,Tropical,Monsoon,Prawn,Vannamei,98
Bangladesh,Sumatra,East Victoriabury,6.1378,72.5482,Tropical,Summer,Crab,Mud Crab,94
Bangladesh,Rajshahi,North Kevinton,4.1353,69.4986,Subtropical,Summer,Crab,Snow Crab,44
Vietnam,Khulna,South Vincent,-1.1679,90.3196,Tropical,Monsoon,Fish,Catfish,93
Bangladesh,Bali,Chelseatown,10.5202,72.2507,Subtropical,Winter,Crab,Snow Crab,70
Indonesia,Bac Lieu,New Joel,11.2229,96.5753,Subtropical,Summer,Crab,Dungeness Crab,91
Vietnam,Odisha,Kaneville,1.2826,73.5803,Subtropical,Summer,Crab,Dungeness Crab,95
Vietnam,Ca Mau,West Timothyside,2.4279,62.2109,Subtropical,Monsoon,Crab,King Crab,62
Vietnam,Barisal,Micheleview,-4.4315,70.6615,Tropical,Summer,Prawn,Vannamei,65
Vietnam,Rajshahi,South Ashley,-3.2611,64.117,Tropical,Winter,Fish,Catfish,88
India,Bali,East Gina,28.9397,78.152,Tropical,Winter,Fish,Snapper,47
Bangladesh,Chonburi,Vegaside,21.4163,97.309,Subtropical,Monsoon,Prawn,Vannamei,42
Vietnam,Bihar,West Betty,3.2584,86.7412,Tropical,Monsoon,Prawn,Whiteleg Shrimp,48
India,Sylhet,Jasonfurt,9.8123,99.253,Subtropical,Winter,Prawn,King Prawn,86
Bangladesh,Rayong,Murrayville,-8.2297,61.6969,Subtropical,Monsoon,Fish,Cod,55
Indonesia,Trat,Saraberg,-3.9665,72.6388,Subtropical,Summer,Fish,Rohu,74
Bangladesh,Chittagong,New David,26.0279,76.1563,Tropical,Summer,Fish,Grouper,78
Bangladesh,West Bengal,Kimville,19.7778,69.2822,Subtropical,Monsoon,Prawn,King Prawn,76
India,Sylhet,Lake Jamieburgh,-3.2812,74.2902,Subtropical,Monsoon,Fish,Trout,60
Vietnam,Sylhet,Kevinfurt,-2.0746,89.8937,Tropical,Summer,Fish,Trout,41
Bangladesh,Bac Lieu,Danielside,3.7673,74.0405,Tropical,Monsoon,Fish,Tilapia,89
Indonesia,Andhra Pradesh,West Gregoryville,24.3945,75.94,Tropical,Monsoon,Fish,Barramundi,98
India,Barisal,Jasonland,15.0245,79.9351,Tropical,Monsoon,Fish,Tilapia,79
Indonesia,Mekong Delta,South Carolyn,0.272,74.6438,Tropical,Winter,Fish,Catfish,55
Indonesia,Kalimantan,Port Marisatown,2.1083,62.4901,Subtropical,Winter,Fish,Salmon,48
India,Ca Mau,West Georgetown,-3.5822,71.2314,Tropical,Summer,Prawn,Vannamei,41
India,Sylhet,Madisonborough,24.4686,82.4361,Tropical,Monsoon,Crab,Dungeness Crab,45
Bangladesh,Sylhet,Ellisshire,0.0874,95.0286,Subtropical,Winter,Prawn,Freshwater Prawn,85
Vietnam,Java,Matthewberg,-8.918,77.5668,Subtropical,Monsoon,Prawn,Black Tiger Shrimp,85
India,Bali,Vanessamouth,5.4804,66.7147,Subtropical,Winter,Prawn,Tiger Prawn,77
Bangladesh,Ca Mau,East Randychester,1.0604,79.7604,Subtropical,Winter,Crab,Dungeness Crab,53
Bangladesh,Sulawesi,East Josefurt,-2.3925,68.0616,Subtropical,Winter,Prawn,Banana Prawn,90
Bangladesh,Surat Thani,Vanessaview,-2.3478,74.4436,Tropical,Monsoon,Fish,Seabass,78
India,Tamil Nadu,Stevenhaven,29.7414,97.4999,Tropical,Summer,Crab,Blue Swimmer Crab,55
Vietnam,Odisha,West Jessicamouth,12.6655,72.3366,Tropical,Summer,Crab,Soft Shell Crab,75
Indonesia,Mekong Delta,Lake Jamiefort,15.2703,63.3175,Tropical,Monsoon,Prawn,King Prawn,50
Bangladesh,Mekong Delta,Port Hunterstad,27.2435,98.7958,Tropical,Winter,Fish,Milkfish,64
Indonesia,Nakorn Si Thammarat,Hernandezhaven,7.428,79.9598,Subtropical,Monsoon,Prawn,Banana Prawn,69
India,Bali,East Christopher,25.3007,67.3305,Tropical,Winter,Fish,Catfish,66
Thailand,Mekong Delta,North Jacqueline,-9.0613,84.163,Subtropical,Monsoon,Fish,Carp,73
Thailand,Andhra Pradesh,East Anthony,25.4322,81.4479,Subtropical,Monsoon,Crab,Snow Crab,68
Bangladesh,Soc Trang,Lake Amandaburgh,15.2864,94.2685,Tropical,Summer,Prawn,Black Tiger Shrimp,90
Thailand,Can Tho,Lake Paul,23.2395,78.9119,Tropical,Winter,Prawn,King Prawn,80
Indonesia,Chittagong,Abigailport,24.5208,91.2806,Subtropical,Summer,Fish,Seabass,53
Thailand,Khulna,Meaganbury,25.6255,84.1819,Subtropical,Summer,Crab,Soft Shell Crab,83
Bangladesh,Bac Lieu,Reneeview,-9.9677,64.8537,Tropical,Winter,Fish,Barramundi,83
Thailand,Tamil Nadu,Lake Michaelside,8.3346,82.7934,Tropical,Winter,Fish,Tilapia,46
Indonesia,Bac Lieu,Thompsonshire,1.2009,88.1767,Tropical,Winter,Fish,Pangasius,57
Bangladesh,Kerala,Kathleenton,-7.0139,85.3039,Subtropical,Winter,Crab,Mud Crab,85
Vietnam,Sylhet,North Ronald,10.6297,74.2058,Subtropical,Summer,Crab,Snow Crab,41
Vietnam,Sulawesi,Lake Matthew,1.2187,62.9165,Subtropical,Monsoon,Fish,Salmon,95
India,Kerala,North Alexanderbury,-1.7088,85.6088,Subtropical,Winter,Prawn,Whiteleg Shrimp,48
Vietnam,Kerala,South Catherinemouth,20.197,76.1198,Tropical,Monsoon,Fish,Milkfish,53
Indonesia,Nakorn Si Thammarat,South Rebeccamouth,5.6106,99.6706,Subtropical,Monsoon,Fish,Milkfish,41
Indonesia,Bac Lieu,Lake Haileyshire,1.8914,91.7984,Subtropical,Monsoon,Fish,Cod,58
Bangladesh,Bihar,Lake Eddieburgh,-5.1879,78.4482,Tropical,Winter,Fish,Salmon,78
India,Khulna,Kathleenmouth,19.7139,72.9139,Subtropical,Winter,Fish,Snapper,62
Indonesia,Barisal,Port Patricia,10.4191,64.5573,Tropical,Summer,Fish,Catfish,42
Vietnam,Chittagong,Johnsonstad,29.8639,69.3069,Subtropical,Monsoon,Fish,Barramundi,48
Vietnam,Sulawesi,Port Adrianfurt,11.9718,63.4551,Subtropical,Monsoon,Fish,Trout,82
India,Sylhet,Lake Brandonstad,7.242,71.11,Subtropical,Winter,Fish,Snapper,92
India,Sylhet,Mannberg,-6.1714,68.2293,Subtropical,Winter,Prawn,King Prawn,73
Indonesia,Chittagong,New Claudiaburgh,-9.7032,94.645,Subtropical,Winter,Fish,Trout,40
India,Sulawesi,Michelleborough,1.6916,93.7111,Subtropical,Winter,Fish,Salmon,50
Thailand,Surat Thani,West Gregory,2.8941,85.4991,Subtropical,Monsoon,Fish,Pangasius,100
Thailand,Can Tho,Muellerchester,17.0264,67.8885,Tropical,Summer,Crab,Blue Swimmer Crab,42
India,Barisal,Port Jamie,-1.4246,94.7541,Subtropical,Winter,Fish,Snapper,52
Bangladesh,Trat,Port Christine,8.8647,70.8997,Subtropical,Winter,Fish,Salmon,55
Bangladesh,Sulawesi,New David,18.49,60.6745,Subtropical,Monsoon,Crab,Snow Crab,61
Indonesia,Khulna,South Judith,21.4874,98.3836,Tropical,Winter,Prawn,Whiteleg Shrimp,82
Indonesia,Bihar,North Tammy,-4.901,91.9177,Tropical,Winter,Fish,Trout,47
Thailand,Can Tho,Leonton,-6.9322,85.2195,Tropical,Monsoon,Fish,Tilapia,60
Bangladesh,Kerala,East Jeremy,-6.5043,88.8474,Subtropical,Winter,Fish,Snapper,87
Vietnam,Rajshahi,West Rodneytown,19.899,65.6077,Subtropical,Monsoon,Crab,King Crab,43
Indonesia,Can Tho,East April,0.1264,76.2658,Subtropical,Summer,Fish,Tuna,50
Thailand,Andhra Pradesh,Carlsonmouth,-3.9939,69.7758,Tropical,Monsoon,Prawn,Banana Prawn,40
Thailand,West Bengal,West Williamside,26.9657,73.6656,Tropical,Monsoon,Prawn,Vannamei,86
Thailand,Mekong Delta,Davidmouth,5.2526,89.1057,Tropical,Summer,Fish,Carp,66
India,Khulna,East Gregoryside,-3.5644,89.1243,Subtropical,Winter,Crab,Dungeness Crab,51
India,Chittagong,New Victoria,5.2674,87.5784,Subtropical,Winter,Fish,Snapper,41
Bangladesh,Bac Lieu,Kristopherfurt,21.0174,73.9618,Tropical,Summer,Fish,Tuna,48
Thailand,Andhra Pradesh,South Timothyville,3.9615,82.7342,Subtropical,Winter,Fish,Barramundi,86
Thailand,Andhra Pradesh,New Victor,1.3529,80.4718,Tropical,Winter,Fish,Rohu,87
Vietnam,Chittagong,Lake Patrickborough,-6.1621,85.0769,Subtropical,Summer,Fish,Cod,89
Thailand,Kalimantan,Lake Dale,-3.7705,89.1985,Subtropical,Summer,Crab,Mud Crab,64
Bangladesh,Mekong Delta,Feliciafort,19.5975,92.5823,Tropical,Monsoon,Prawn,Banana Prawn,51
India,Sylhet,Kristybury,12.9785,79.9025,Subtropical,Monsoon,Prawn,Black Tiger Shrimp,86
Indonesia,Sumatra,Smithmouth,17.0021,81.4951,Tropical,Summer,Fish,Grouper,88
India,Can Tho,Normamouth,1.8162,60.2377,Subtropical,Monsoon,Prawn,Freshwater Prawn,93
India,Bihar,North Kimberlyborough,24.5416,92.0884,Tropical,Summer,Prawn,Tiger Prawn,42
India,Chonburi,East Michaelside,-0.0767,85.8656,Subtropical,Winter,Crab,Dungeness Crab,53
Indonesia,West Bengal,Dennismouth,14.9542,84.3137,Tropical,Summer,Crab,Snow Crab,80
Indonesia,Khulna,Lake Amber,-8.3398,66.8125,Subtropical,Monsoon,Fish,Carp,90
Vietnam,Odisha,Ortizchester,-3.5658,82.3551,Subtropical,Winter,Fish,Grouper,88
Bangladesh,Kerala,Tranview,4.8356,76.6899,Tropical,Monsoon,Crab,Dungeness Crab,93
Thailand,Sylhet,North Ricky,4.8284,79.317,Tropical,Winter,Fish,Trout,87
India,Tamil Nadu,Mclaughlinside,-5.8651,79.9568,Tropical,Monsoon,Prawn,Whiteleg Shrimp,92
India,West Bengal,North Larry,19.2625,86.7806,Subtropical,Monsoon,Fish,Grouper,83
Indonesia,Mekong Delta,Medinaborough,-0.8801,69.6572,Tropical,Summer,Prawn,Vannamei,87
Thailand,Bali,Port Colin,2.0148,99.0235,Subtropical,Summer,Prawn,Vannamei,54
Indonesia,Bac Lieu,East Benjamin,-1.6853,68.0261,Tropical,Summer,Fish,Pangasius,84
Indonesia,Rajshahi,North Jasonton,16.8287,80.8402,Subtropical,Summer,Prawn,Tiger Prawn,80
Indonesia,Kerala,East Dalefurt,18.3989,76.2499,Tropical,Monsoon,Prawn,Banana Prawn,46
India,Sylhet,Bryceberg,18.5194,65.3086,Tropical,Monsoon,Fish,Snapper,67
Thailand,Khulna,Williamsfurt,-8.3369,77.8768,Tropical,Summer,Crab,Soft Shell Crab,79
Bangladesh,Bihar,Andradebury,13.0469,95.1907,Tropical,Summer,Fish,Tilapia,57
Bangladesh,Mekong Delta,Julieshire,10.5842,60.9612,Tropical,Summer,Fish,Grouper,61
Indonesia,Sylhet,Kristinamouth,20.4768,87.4927,Subtropical,Summer,Prawn,Black Tiger Shrimp,69
India,Java,Maryside,22.311,87.7802,Subtropical,Winter,Crab,Dungeness Crab,92
India,Bihar,Cruzside,-8.521,96.4394,Tropical,Summer,Fish,Seabass,43
Bangladesh,Andhra Pradesh,South Abigailville,1.0819,91.3,Tropical,Winter,Fish,Pangasius,65
Vietnam,Sumatra,Hughesview,15.2254,70.079,Tropical,Monsoon,Prawn,Black Tiger Shrimp,46
Indonesia,Andhra Pradesh,West Kayla,-0.5982,95.5477,Subtropical,Monsoon,Fish,Salmon,59
Thailand,Nakorn Si Thammarat,New Sierraview,18.8751,71.9207,Subtropical,Monsoon,Prawn,Banana Prawn,69
Indonesia,Can Tho,Meltonburgh,-0.217,74.0729,Tropical,Monsoon,Fish,Tuna,81
Bangladesh,Trat,Port Christopherside,10.9741,63.5468,Tropical,Summer,Crab,Soft Shell Crab,73
India,Nakorn Si Thammarat,Contrerasmouth,3.6323,63.284,Subtropical,Winter,Prawn,Vannamei,72
Vietnam,Chonburi,Michaelshire,10.9515,61.0646,Tropical,Monsoon,Fish,Snapper,54
India,Kalimantan,Joelport,13.5816,69.7961,Subtropical,Monsoon,Prawn,Banana Prawn,85
Thailand,Nakorn Si Thammarat,Vickistad,4.0961,89.6511,Subtropical,Summer,Fish,Tilapia,78
Bangladesh,Khulna,Stephanieland,20.3526,63.9791,Subtropical,Winter,Fish,Grouper,87
Vietnam,Nakorn Si Thammarat,Port Thomashaven,-6.6555,89.9524,Tropical,Summer,Fish,Catfish,48
Indonesia,Chittagong,Roberttown,9.8327,97.6331,Tropical,Monsoon,Fish,Tuna,52
Thailand,Chonburi,Brianstad,-0.8685,96.963,Subtropical,Monsoon,Fish,Catfish,91
India,Soc Trang,West Kyleland,25.9256,64.5938,Subtropical,Winter,Crab,King Crab,64
Vietnam,Gujarat,New Bradleyview,-3.7801,91.9398,Tropical,Monsoon,Prawn,Black Tiger Shrimp,60
Bangladesh,Barisal,South Justin,-3.1888,95.1934,Subtropical,Winter,Crab,Dungeness Crab,75
India,Bihar,Robertborough,15.1293,89.5024,Subtropical,Winter,Crab,Snow Crab,80
Bangladesh,Sylhet,Sheilaburgh,6.1724,72.3692,Subtropical,Monsoon,Crab,Snow Crab,66
Vietnam,Soc Trang,East Francisco,24.6868,80.0947,Tropical,Summer,Crab,Snow Crab,66
Vietnam,Sylhet,Blakehaven,27.056,91.0949,Subtropical,Monsoon,Prawn,King Prawn,67
India,Rayong,Marshallfort,1.5085,70.8511,Subtropical,Winter,Fish,Trout,99
Vietnam,Java,Lake Douglas,22.6463,78.0686,Tropical,Summer,Prawn,Whiteleg Shrimp,42
Thailand,Soc Trang,Smithville,-6.385,70.9701,Tropical,Monsoon,Fish,Trout,84
Vietnam,Rajshahi,Lake Sheri,-0.5329,83.5586,Subtropical,Summer,Fish,Seabass,45
Thailand,Can Tho,Meyermouth,-7.2603,64.0871,Tropical,Monsoon,Crab,Snow Crab,86
India,Soc Trang,Port Maryside,8.0636,76.7304,Tropical,Monsoon,Prawn,Whiteleg Shrimp,82
Thailand,Trat,Port Jack,7.8603,83.6653,Subtropical,Summer,Crab,Dungeness Crab,81
Vietnam,Gujarat,North Alexander,29.8238,66.3786,Subtropical,Winter,Fish,Catfish,80
India,Rayong,East Jack,1.4821,86.5559,Tropical,Summer,Crab,Soft Shell Crab,87
Thailand,Sulawesi,Amandahaven,22.6547,62.0913,Tropical,Winter,Fish,Rohu,83
Indonesia,Barisal,West Tiffanyshire,14.2626,81.5716,Subtropical,Monsoon,Fish,Grouper,45
Bangladesh,Sumatra,Port James,5.4485,89.2006,Tropical,Summer,Crab,Snow Crab,92
Bangladesh,Odisha,Gallegosville,-6.6093,68.7948,Subtropical,Winter,Crab,Dungeness Crab,97
Bangladesh,Sumatra,Aaronton,25.6509,82.0836,Subtropical,Monsoon,Fish,Barramundi,69
Thailand,Mekong Delta,Richardsonfurt,-7.0872,85.9506,Tropical,Winter,Prawn,King Prawn,46
Bangladesh,Soc Trang,West Amanda,-6.3935,75.4356,Subtropical,Monsoon,Fish,Grouper,55
Bangladesh,Sulawesi,South Danielland,7.899,61.3683,Subtropical,Winter,Fish,Snapper,46
Thailand,Surat Thani,Lake Jill,22.2143,74.3579,Tropical,Summer,Fish,Tilapia,99
India,Sylhet,South Ann,3.2117,76.4495,Subtropical,Winter,Fish,Barramundi,67
Vietnam,Rayong,West Reneechester,1.2368,97.0671,Tropical,Winter,Fish,Seabass,82
Vietnam,Rajshahi,Michaelmouth,19.347,99.3537,Tropical,Winter,Crab,Soft Shell Crab,77
Vietnam,Soc Trang,New Gail,27.3017,68.678,Tropical,Summer,Crab,Blue Swimmer Crab,58
India,Chittagong,Bergstad,28.3174,76.7655,Subtropical,Winter,Fish,Seabass,60
Bangladesh,Odisha,South Sabrina,-5.8818,83.3224,Tropical,Winter,Crab,Dungeness Crab,56
Indonesia,Bihar,Wareport,9.4397,80.9364,Tropical,Monsoon,Fish,Trout,75
Vietnam,West Bengal,Kimberlyhaven,29.8405,82.4741,Tropical,Summer,Fish,Trout,81
Bangladesh,Bali,Howardfurt,26.668,60.2192,Subtropical,Winter,Crab,Soft Shell Crab,94
Thailand,Chittagong,Kerrville,1.5563,83.6876,Subtropical,Monsoon,Fish,Trout,96
Thailand,Sulawesi,Annamouth,10.9891,72.1096,Tropical,Monsoon,Fish,Milkfish,68
India,Bali,West Melvin,24.7981,65.3585,Tropical,Monsoon,Fish,Grouper,47
Vietnam,Chonburi,Lake Jacob,13.4994,89.6268,Tropical,Winter,Prawn,King Prawn,74
Bangladesh,Chonburi,Port Javiermouth,27.8844,94.7427,Tropical,Monsoon,Fish,Barramundi,59
Thailand,Trat,Wrightfort,28.2198,77.4113,Tropical,Monsoon,Prawn,Tiger Prawn,64
Vietnam,Chittagong,Taylorville,12.4203,81.9277,Subtropical,Winter,Prawn,Tiger Prawn,74
Indonesia,Barisal,Port Dustinshire,21.8674,92.3176,Tropical,Summer,Crab,King Crab,85
India,Andhra Pradesh,Michaelville,-6.9749,75.5291,Subtropical,Winter,Prawn,Black Tiger Shrimp,96
Thailand,Rajshahi,New Leah,28.2992,74.0416,Subtropical,Monsoon,Fish,Cod,52
India,Chonburi,North Gregory,4.6472,91.6578,Subtropical,Summer,Crab,Snow Crab,91
Indonesia,Sumatra,Burnsborough,5.4531,98.1752,Subtropical,Winter,Fish,Cod,85
Bangladesh,Andhra Pradesh,Edwardburgh,7.7289,77.4277,Tropical,Monsoon,Crab,King Crab,40
Vietnam,Ca Mau,Karenside,3.7614,99.4672,Tropical,Monsoon,Fish,Cod,100
Vietnam,Nakorn Si Thammarat,Port John,28.5891,87.4532,Tropical,Winter,Fish,Seabass,89
Thailand,Khulna,New Jay,-5.3974,81.7996,Tropical,Monsoon,Fish,Trout,62
Vietnam,Sulawesi,Cynthiaport,20.5147,88.1925,Tropical,Winter,Prawn,Vannamei,52
Thailand,Soc Trang,Pachecochester,-6.885,89.2535,Tropical,Summer,Prawn,Tiger Prawn,77
